destination,name,lat,lng,category,mapped_category,avg_visit_duration_mins,open_hour,close_hour,indoor_outdoor,estimated_cost,avg_rating,crowd_level
Rann of Kutch,White Rann Salt Desert Expanses,23.7842,69.8597,park,park,180,06:00,20:00,outdoor,100,4.9,high
Rann of Kutch,Kala Dungar Black Hill Viewpoint,23.9500,69.8000,park,park,90,06:00,19:00,outdoor,0,4.6,high
Rann of Kutch,Kutch Craft Village Bhujodi,23.2300,69.7200,market,market,120,09:00,18:00,outdoor,0,4.7,med
Rann of Kutch,Rann Utsav Tent City Dining Hall,23.7800,69.8500,restaurant,restaurant,60,07:00,22:00,indoor,600,4.4,high
Rann of Kutch,Dholavira Harappan Excavation Site,23.8800,70.2100,museum,museum,180,09:00,17:00,outdoor,20,4.8,med
Rann of Kutch,Mandvi Beach Windmills,22.8200,69.3400,beach,beach,120,06:00,19:30,outdoor,0,4.6,high
Ahmedabad,Sabarmati Ashram Gandhi Memorial,23.0600,72.5800,museum,museum,90,08:30,18:30,outdoor,0,4.8,high
Ahmedabad,Adalaj Stepwell Architecture,23.1667,72.5800,museum,museum,60,08:00,18:00,outdoor,20,4.7,high
Ahmedabad,Kankaria Lake Front Promenade,23.0060,72.6020,park,park,120,09:00,22:00,outdoor,25,4.5,high
Ahmedabad,Agashiye Rooftop Gujarati Thali,23.0250,72.5830,restaurant,restaurant,90,12:00,22:30,outdoor,1100,4.8,high
Ahmedabad,Manek Chowk Night Food Market,23.0240,72.5880,nightlife,nightlife,120,20:00,01:30,outdoor,200,4.6,high
Ahmedabad,Hutheesing Jain Temple Carvings,23.0350,72.5920,temple,temple,60,08:00,20:00,indoor,0,4.7,med
Dwarka,Dwarkadhish Temple Jagat Mandir,22.2442,68.9685,temple,temple,120,06:30,21:30,indoor,0,4.9,high
Dwarka,Bet Dwarka Island Boat Ghat,22.4500,69.1000,temple,temple,180,08:00,18:00,outdoor,50,4.7,high
Dwarka,Rukmini Devi Temple,22.2600,68.9800,temple,temple,45,06:00,19:00,indoor,0,4.5,med
Dwarka,Shrinath Dining Hall Kathiyawadi Thali,22.2450,68.9690,restaurant,restaurant,45,11:00,22:00,indoor,250,4.4,high
Dwarka,Nageshwar Jyotirlinga Temple Shiva Statue,22.3300,69.0800,temple,temple,75,06:00,21:00,indoor,0,4.8,high
Dwarka,Bhadkeshwar Mahadev Temple Cliff,22.2400,68.9600,temple,temple,45,06:00,19:30,outdoor,0,4.7,high
Puri,Shree Jagannath Temple Dham,19.8135,85.8312,temple,temple,150,05:00,23:00,indoor,0,4.9,high
Puri,Golden Puri Beach Sea Waves,19.7980,85.8250,beach,beach,120,05:00,20:00,outdoor,0,4.7,high
Puri,Gundicha Temple Compound,19.8300,85.8400,temple,temple,60,06:00,20:00,indoor,0,4.5,med
Puri,Chung Wah Chinese & Seafood Restaurant,19.8000,85.8220,restaurant,restaurant,60,11:30,22:30,indoor,400,4.4,high
Puri,Chilika Lake Satapada Dolphin Point,19.6700,85.4300,park,park,180,07:00,17:00,outdoor,800,4.7,high
Puri,Swargadvar Beach Craft Stalls,19.8000,85.8180,market,market,90,16:00,22:00,outdoor,0,4.4,high
Konark,Konark Sun Temple Stone Chariot,19.8876,86.0945,temple,temple,150,06:00,20:00,outdoor,40,4.9,high
Konark,Chandrabhaga Beach Sunrise Point,19.8700,86.1100,beach,beach,90,05:00,19:00,outdoor,0,4.7,med
Konark,ASI Archaeological Museum Konark,19.8890,86.0920,museum,museum,60,09:00,17:00,indoor,10,4.3,low
Konark,Kamats Restaurant Konark Highway,19.8850,86.0930,restaurant,restaurant,45,07:00,21:30,indoor,250,4.2,med
Konark,Ramachandi Temple Beach Estuary,19.8600,86.0400,beach,beach,90,06:00,19:00,outdoor,0,4.6,med
Konark,Kuruma Buddhist Archaeological Site,19.8700,86.1400,museum,museum,60,09:00,17:00,outdoor,0,4.3,low
Raghurajpur,Raghurajpur Pattachitra Artisan Village,19.8667,85.8167,market,market,150,08:00,18:00,outdoor,0,4.8,high
Raghurajpur,Gotipua Dance Academy Workshop,19.8670,85.8170,museum,museum,90,09:00,17:00,indoor,100,4.7,med
Raghurajpur,Heritage Artisan Palm Leaf Studio,19.8660,85.8160,market,market,60,09:00,18:00,indoor,0,4.6,med
Raghurajpur,Village Craftsman Kitchen Restaurant,19.8665,85.8165,restaurant,restaurant,45,11:00,20:00,indoor,200,4.4,med
Raghurajpur,Sirlo Heritage Village Palm Craft Studio,19.8680,85.8150,market,market,60,09:00,18:00,indoor,0,4.5,low
Raghurajpur,Bhargavi Riverbank Artisan Path,19.8650,85.8180,park,park,60,06:00,18:30,outdoor,0,4.6,low
Gangtok,Rumtek Monastery Golden Stupa,27.3000,88.5600,temple,temple,120,06:00,18:00,indoor,10,4.8,high
Gangtok,Tsomgo Changu Lake Border,27.3800,88.7600,park,park,180,07:30,15:00,outdoor,200,4.8,high
Gangtok,Nathula Pass Indo China Border,27.3900,88.8300,park,park,180,07:30,13:00,outdoor,200,4.7,high
Gangtok,The Square Restaurant MG Marg,27.3300,88.6100,restaurant,restaurant,60,11:00,22:00,indoor,500,4.6,high
Gangtok,Enchey Monastery Nyingma Order,27.3400,88.6200,temple,temple,60,06:00,18:00,indoor,0,4.6,med
Gangtok,Namgyal Institute of Tibetology Museum,27.3200,88.6100,museum,museum,90,10:00,16:00,indoor,20,4.7,med
Lachung,Yumthang Valley of Flowers,27.8200,88.7000,park,park,240,06:00,16:00,outdoor,100,4.9,high
Lachung,Zero Point Yumesamdong Snow Peak,27.9200,88.7300,park,park,180,06:00,14:00,outdoor,200,4.8,high
Lachung,Lachung Monastery,27.6891,88.7430,temple,temple,45,07:00,17:00,indoor,0,4.5,low
Lachung,Homestay Traditional Sikkimese Kitchen Restaurant,27.6900,88.7440,restaurant,restaurant,60,07:00,21:00,indoor,300,4.4,med
Lachung,Katao Snow Peak Point,27.7500,88.8000,park,park,180,06:00,15:00,outdoor,200,4.8,high
Lachung,Bhim Nala Waterfalls Cascade,27.6500,88.7200,waterfall,waterfall,60,08:00,17:00,outdoor,0,4.5,med
Kaziranga,Kaziranga Central Range Kohora Safari,26.5775,93.1711,park,park,240,07:00,16:00,outdoor,1500,4.8,high
Kaziranga,Kaziranga National Orchid Park,26.5800,93.1800,park,park,90,08:00,17:00,outdoor,100,4.6,med
Kaziranga,Western Range Bagori Rhino Zone,26.5900,93.0500,park,park,180,07:00,16:00,outdoor,1500,4.7,high
Kaziranga,Maihang Assamese Ethnic Thali Restaurant,26.5780,93.1730,restaurant,restaurant,60,11:00,22:00,indoor,350,4.6,high
Kaziranga,Eastern Range Agratoli Waterfowl Zone,26.6200,93.3000,park,park,180,07:00,16:00,outdoor,1500,4.7,med
Kaziranga,Burapahar Range Trekking Trail,26.5400,92.9500,park,park,180,07:00,15:00,outdoor,500,4.5,low
Majuli,Kamalabari Satra Vaishnavite Monastery,26.9500,94.1600,temple,temple,90,06:00,18:00,indoor,0,4.7,med
Majuli,Auniati Satra Museum Artifacts,26.9400,94.1500,museum,museum,75,09:00,17:00,indoor,20,4.6,med
Majuli,Samaguri Satra Mask Making Workshop,26.9600,94.1800,museum,museum,90,09:00,17:00,indoor,50,4.8,med
Majuli,Majuli Tribal Kitchen Fish Thali Restaurant,26.9510,94.1610,restaurant,restaurant,45,11:00,20:30,indoor,200,4.5,med
Majuli,Bengenati Satra Historic Collection,26.9700,94.2000,museum,museum,60,09:00,17:00,indoor,0,4.5,low
Majuli,Garmur Satra Vaishnavite Center,26.9600,94.1700,temple,temple,60,06:00,18:00,indoor,0,4.6,med
Tirthan Valley,Great Himalayan National Park Trek Entrance,31.6410,77.3480,park,park,300,08:00,17:00,outdoor,100,4.8,med
Tirthan Valley,Choie Waterfall Hike,31.6300,77.3400,waterfall,waterfall,120,08:00,17:00,outdoor,0,4.7,med
Tirthan Valley,Jibhi Waterfall & Wooden Bridge,31.6350,77.3500,waterfall,waterfall,90,08:00,18:00,outdoor,20,4.6,high
Tirthan Valley,Trout House Grill Restaurant,31.6420,77.3490,restaurant,restaurant,60,12:00,22:00,indoor,600,4.6,high
Tirthan Valley,Chehni Kothi Ancient Timber Tower,31.6200,77.3300,fort,fort,120,08:00,17:00,outdoor,0,4.8,med
Tirthan Valley,Serolsar Lake Jalori Pass Hike,31.5300,77.3800,park,park,240,07:00,16:00,outdoor,0,4.9,high
Ziro,Apatani Tribal Village Hong Walk,27.5946,93.8385,park,park,120,08:00,17:00,outdoor,0,4.7,med
Ziro,Tarin Fish Farm Paddy Field,27.5800,93.8300,park,park,60,09:00,16:00,outdoor,20,4.3,low
Ziro,Kile Pakho Ridge Viewpoint,27.6100,93.8500,park,park,90,06:00,17:00,outdoor,0,4.6,low
Ziro,Ziro Valley Local Kitchen Rice Wine & Food,27.5950,93.8390,restaurant,restaurant,60,11:00,21:00,indoor,300,4.5,med
Ziro,Meghna Cave Temple Ancient Shrine,27.6200,93.8100,temple,temple,60,06:00,18:00,outdoor,0,4.6,low
Ziro,Talley Valley Wildlife Sanctuary Entrance,27.5300,93.9000,park,park,240,07:00,16:00,outdoor,50,4.7,low
Hamirpur,Tauni Devi Temple Shrine,31.6862,76.5213,temple,temple,60,06:00,20:00,indoor,0,4.5,med
Hamirpur,Sujanpur Tira Fort Ruins,31.8300,76.5000,fort,fort,90,08:00,18:00,outdoor,0,4.3,low
Hamirpur,Gasota Mahadev Temple Pond,31.6700,76.5300,temple,temple,45,06:00,19:00,outdoor,0,4.4,low
Hamirpur,Himachal Rasoi Restaurant Hamirpur,31.6870,76.5220,restaurant,restaurant,45,09:00,21:30,indoor,250,4.3,med
Hamirpur,Awah Devi Temple Hill Peak,31.7500,76.6200,temple,temple,60,06:00,19:00,outdoor,0,4.5,low
Hamirpur,Deotsidh Baba Balak Nath Cave Temple,31.4200,76.5200,temple,temple,90,05:00,21:00,indoor,0,4.7,high
Matheran,Panorama Point Sunset Edge,18.9865,73.2679,park,park,90,06:00,18:30,outdoor,50,4.7,high
Matheran,Echo Point Valley Sound Echo,18.9820,73.2650,park,park,60,06:00,18:30,outdoor,50,4.5,high
Matheran,Charlotte Lake Dam,18.9800,73.2700,park,park,90,06:00,19:00,outdoor,0,4.6,high
Matheran,Shabbir's Biryani House Restaurant,18.9860,73.2680,restaurant,restaurant,45,11:00,22:00,indoor,350,4.4,high
Matheran,Louisa Point Precipice,18.9810,73.2610,park,park,90,06:00,18:30,outdoor,50,4.6,med
Matheran,One Tree Hill Point Ridge,18.9750,73.2720,park,park,90,06:00,18:30,outdoor,50,4.6,med
Mount Abu,Dilwara Jain Temples Marble Carvings,24.6000,72.7200,temple,temple,120,12:00,18:00,indoor,0,4.9,high
Mount Abu,Nakki Lake Boating Promenades,24.5926,72.7156,park,park,90,08:00,20:00,outdoor,200,4.5,high
Mount Abu,Guru Shikhar Peak Summit,24.6500,72.7800,temple,temple,90,08:00,18:00,outdoor,10,4.6,high
Mount Abu,Mulberry Tree Restaurant Mount Abu,24.5930,72.7160,restaurant,restaurant,60,11:00,22:30,indoor,500,4.5,high
Mount Abu,Achalgarh Fort & Shiv Temple,24.6200,72.7700,fort,fort,90,08:00,18:00,outdoor,0,4.5,med
Mount Abu,Peace Park Brahma Kumaris Garden,24.6300,72.7500,park,park,75,08:00,19:00,outdoor,0,4.7,med
Thekkady,Periyar Wildlife Sanctuary Lake Boating,9.6031,77.1615,park,park,180,06:00,17:00,outdoor,500,4.7,high
Thekkady,Kadathanadan Kalari Centre Martial Arts,9.6000,77.1600,museum,museum,60,18:00,20:00,indoor,300,4.8,high
Thekkady,Elephant Junction Plantation,9.6100,77.1700,park,park,90,08:30,17:30,outdoor,400,4.4,high
Thekkady,Grandma's Cafe & Restaurant Thekkady,9.6020,77.1620,restaurant,restaurant,45,08:00,22:00,indoor,350,4.5,med
Thekkady,Pandikuzhi Viewpoint Waterfall,9.6300,77.2000,waterfall,waterfall,90,08:00,18:00,outdoor,0,4.5,med
Thekkady,Chellarkovil Eco Tourism Viewpoint,9.6500,77.1500,park,park,90,08:00,17:30,outdoor,20,4.6,med
Shimla,Shimla Ridge & Christ Church,31.1048,77.1734,park,park,90,08:00,21:00,outdoor,0,4.7,high
Shimla,Jakhoo Temple Hanuman Statue,31.1000,77.1800,temple,temple,90,07:00,19:00,outdoor,0,4.6,high
Shimla,Viceregal Lodge Indian Institute of Advanced Study,31.1020,77.1400,museum,museum,90,10:00,17:00,indoor,50,4.6,high
Shimla,The Devicos Restaurant & Bar,31.1040,77.1730,restaurant,restaurant,75,12:00,23:00,indoor,700,4.4,high
Shimla,Kufri Adventure Park Snow Point,31.1000,77.2700,park,park,180,09:00,17:00,outdoor,300,4.4,high
Shimla,Tara Devi Temple Hilltop,31.0600,77.1300,temple,temple,90,07:00,19:00,outdoor,0,4.7,med
Nainital,Naini Lake Boating Club,29.3803,79.4636,park,park,120,06:00,19:00,outdoor,210,4.7,high
Nainital,Naina Devi Temple Complex,29.3900,79.4600,temple,temple,60,06:00,20:00,indoor,0,4.8,high
Nainital,Snow View Point Cable Car,29.3950,79.4680,park,park,90,10:00,17:00,outdoor,300,4.4,high
Nainital,Machan Restaurant Mall Road Nainital,29.3810,79.4640,restaurant,restaurant,60,11:00,22:30,indoor,500,4.4,high
Nainital,Tiffin Top Dorothy's Seat Hike,29.3850,79.4500,park,park,120,06:00,18:00,outdoor,0,4.6,high
Nainital,Bhimtal Lake Butterfly Conservatory,29.3400,79.5500,park,park,120,08:00,18:00,outdoor,150,4.5,med
Kodaikanal,Kodai Lake Pedalo Boating,10.2381,77.4892,park,park,120,09:00,18:00,outdoor,150,4.6,high
Kodaikanal,Coaker's Walk Valley Trail,10.2320,77.4920,park,park,60,07:00,19:00,outdoor,30,4.6,high
Kodaikanal,Pillar Rocks Viewpoint Clifftop,10.2100,77.4650,park,park,60,09:00,16:30,outdoor,10,4.5,high
Kodaikanal,Altaf's Cafe Middle Eastern Restaurant,10.2370,77.4880,restaurant,restaurant,60,11:00,22:00,indoor,400,4.5,med
Kodaikanal,Bryant Park Botanical Display,10.2340,77.4950,park,park,90,09:00,18:00,outdoor,30,4.5,high
Kodaikanal,Silver Cascade Falls Lookout,10.2500,77.5200,waterfall,waterfall,45,08:00,17:30,outdoor,0,4.3,high
Chikmagalur,Mullayanagiri Peak Summit Hike,13.3900,75.7200,park,park,150,06:00,18:00,outdoor,0,4.8,high
Chikmagalur,Baba Budangiri Shrine Range,13.4200,75.7600,temple,temple,120,08:00,17:00,outdoor,0,4.6,high
Chikmagalur,Hebbe Falls Jeep Trek,13.4300,75.7800,waterfall,waterfall,180,08:00,16:00,outdoor,400,4.7,med
Chikmagalur,Town Canteen Masala Dosa Restaurant,13.3150,75.7750,restaurant,restaurant,45,07:00,21:00,indoor,150,4.7,high
Chikmagalur,Jhari Waterfalls Dhab Dhabe,13.4100,75.7400,waterfall,waterfall,120,08:00,17:00,outdoor,300,4.7,high
Chikmagalur,Bhadra Wildlife Sanctuary Safari Gate,13.6800,75.6300,park,park,180,06:00,16:00,outdoor,400,4.6,med
Gokarna,Om Beach Sunset Cove,14.5180,74.3160,beach,beach,180,06:00,21:00,outdoor,0,4.8,high
Gokarna,Mahabaleshwar Temple Shiva Linga,14.5479,74.3188,temple,temple,60,06:00,20:30,indoor,0,4.7,high
Gokarna,Kudle Beach Shacks,14.5280,74.3170,beach,beach,150,06:00,22:00,outdoor,0,4.7,high
Gokarna,Namaste Cafe Beach Restaurant,14.5185,74.3165,restaurant,restaurant,75,08:00,23:00,outdoor,500,4.5,high
Gokarna,Half Moon Beach Secluded Cove,14.5100,74.3150,beach,beach,120,06:00,19:00,outdoor,0,4.8,med
Gokarna,Paradise Beach Rocky Shore,14.5050,74.3140,beach,beach,120,06:00,19:00,outdoor,0,4.8,med
Jim Corbett,Dhikala Zone Forest Safari Entrance,29.5300,78.7747,park,park,240,06:00,16:00,outdoor,2000,4.8,high
Jim Corbett,Corbett Waterfalls Ramnagar,29.4000,79.0800,waterfall,waterfall,90,08:00,17:00,outdoor,50,4.5,med
Jim Corbett,Garjiya Devi Temple Riverbed,29.4700,78.8500,temple,temple,60,06:00,19:00,outdoor,0,4.6,high
Jim Corbett,Corbett Grill Kumaoni Thali Restaurant,29.5310,78.7750,restaurant,restaurant,60,11:00,22:00,indoor,600,4.4,high
Jim Corbett,Bijrani Safari Gate Ramnagar,29.4200,79.0500,park,park,240,06:00,16:00,outdoor,1500,4.7,high
Jim Corbett,Sitabani Temple Forest Reserve,29.4500,79.1500,temple,temple,120,07:00,17:00,outdoor,50,4.5,med
Varkala,Varkala Cliff Beach & Sunset View,8.7379,76.7163,beach,beach,180,06:00,22:00,outdoor,0,4.8,high
Varkala,Janardhanaswamy Ancient Temple,8.7300,76.7150,temple,temple,60,05:30,20:00,indoor,0,4.6,med
Varkala,Kapil Beach Backwaters Estuary,8.7800,76.6800,beach,beach,120,06:00,19:00,outdoor,0,4.7,med
Varkala,Darjeeling Cafe Cliffside Restaurant,8.7385,76.7165,restaurant,restaurant,75,08:00,23:00,outdoor,550,4.6,high
Varkala,Black Beach Odayam Cove,8.7450,76.7120,beach,beach,90,06:00,19:00,outdoor,0,4.7,med
Varkala,Anjengo Fort & Lighthouse,8.6800,76.7600,fort,fort,75,09:00,17:00,outdoor,20,4.5,med
Kochi,Chinese Fishing Nets Fort Kochi,9.9670,76.2430,park,park,60,06:00,19:00,outdoor,0,4.6,high
Kochi,Mattancherry Dutch Palace Museum,9.9580,76.2590,museum,museum,90,10:00,17:00,indoor,10,4.4,high
Kochi,Paradesi Synagogue Jew Town,9.9570,76.2600,temple,temple,45,10:00,17:00,indoor,10,4.5,med
Kochi,Kashi Art Cafe & Restaurant,9.9650,76.2440,restaurant,restaurant,60,08:30,22:00,indoor,400,4.7,high
Kochi,Hill Palace Museum Tripunithura,9.9530,76.3530,museum,museum,120,09:00,16:30,indoor,30,4.6,high
Kochi,Cherai Beach Vypeen Island,10.1400,76.1700,beach,beach,120,06:00,20:00,outdoor,0,4.6,high
Rameshwaram,Ramanathaswamy Temple Corridor,9.2876,79.3129,temple,temple,150,05:00,21:00,indoor,0,4.9,high
Rameshwaram,Pamban Sea Bridge Viewpoint,9.2795,79.2030,park,park,60,06:00,19:00,outdoor,0,4.8,high
Rameshwaram,Dhanushkodi Ghost Town Ruins,9.1780,79.4200,beach,beach,180,06:00,18:00,outdoor,50,4.8,high
Rameshwaram,Sri Saravana South Indian Restaurant,9.2880,79.3130,restaurant,restaurant,45,07:00,22:00,indoor,200,4.4,high
Rameshwaram,Jatayu Tirtham Sacred Tank,9.2900,79.3150,temple,temple,45,06:00,19:00,indoor,0,4.5,med
Rameshwaram,Kothandaramaswamy Temple Dhanushkodi Road,9.2300,79.3500,temple,temple,60,06:00,18:00,outdoor,0,4.7,med
Nashik,Sula Vineyards Winery & Tasting,19.9880,73.6880,park,park,180,11:30,22:30,outdoor,1000,4.7,high
Nashik,Trimbakeshwar Shiva Jyotirlinga Temple,19.9320,73.5300,temple,temple,120,05:30,21:00,indoor,0,4.8,high
Nashik,Pandavleni Caves Rock Cut Art,19.9470,73.7650,museum,museum,90,08:30,17:30,outdoor,25,4.4,med
Nashik,Sadhana Chulivarchi Misal Restaurant,19.9950,73.7850,restaurant,restaurant,60,08:00,18:00,indoor,250,4.7,high
Nashik,Someshwar Waterfall & Temple,19.9980,73.7400,waterfall,waterfall,75,07:00,19:00,outdoor,0,4.5,high
Nashik,Kalaram Temple Panchavati,20.0050,73.7920,temple,temple,60,05:30,21:00,indoor,0,4.7,high
Tawang,Tawang Monastery Gaden Namgyal Lhatse,27.5861,91.8594,temple,temple,120,07:00,19:00,indoor,20,4.9,high
Tawang,Sela Pass High Altitude Lake,27.5000,92.1000,park,park,90,07:00,16:00,outdoor,0,4.8,high
Tawang,Tawang War Memorial,27.5800,91.8600,museum,museum,60,08:00,18:00,outdoor,0,4.7,med
Tawang,Dragon Restaurant Traditional Monpa Food,27.5850,91.8580,restaurant,restaurant,60,11:00,21:00,indoor,350,4.5,med
Tawang,Nuranang Waterfalls Jang Falls,27.5800,91.9800,waterfall,waterfall,90,08:00,17:00,outdoor,0,4.9,high
Tawang,Pangang Teng Tso P.T. Tso Lake,27.6500,91.8700,park,park,90,07:00,15:00,outdoor,0,4.8,med
Leh Ladakh,Pangong Tso High Altitude Lake,33.7597,78.6493,park,park,240,06:00,18:00,outdoor,200,4.9,high
Leh Ladakh,Thiksey Monastery,34.0564,77.6667,temple,temple,90,07:00,19:00,indoor,50,4.8,med
Leh Ladakh,Nubra Valley Hunder Sand Dunes,34.6860,77.5670,park,park,180,06:00,18:00,outdoor,300,4.8,high
Leh Ladakh,Shanti Stupa Leh,34.1685,77.5775,temple,temple,60,05:00,21:00,outdoor,0,4.7,high
Leh Ladakh,Leh Palace Ruins,34.1661,77.5866,fort,fort,75,08:00,17:00,outdoor,300,4.3,med
Leh Ladakh,The Tibetan Kitchen Restaurant,34.1620,77.5840,restaurant,restaurant,60,12:00,22:00,indoor,500,4.6,high
Shillong,Elephant Falls Cascade,25.5350,91.8230,waterfall,waterfall,90,09:00,17:00,outdoor,20,4.5,high
Shillong,Shillong Peak Viewpoint,25.5300,91.8400,park,park,75,09:00,15:30,outdoor,50,4.4,high
Shillong,Don Bosco Museum of Indigenous Cultures,25.5900,91.8900,museum,museum,150,09:00,17:30,indoor,100,4.8,high
Shillong,City Hut Family Dhaba Khasi Restaurant,25.5780,91.8930,restaurant,restaurant,60,11:30,22:00,indoor,500,4.6,high
Shillong,Umiam Barapani Lake Boating Deck,25.6500,91.9000,park,park,120,09:00,17:00,outdoor,50,4.6,high
Shillong,Ward's Lake Wooden Bridge,25.5750,91.8850,park,park,75,08:30,17:30,outdoor,20,4.5,high
